Order Date,Region,Industry,Customer,Sales,Profit,Discount,profit_margin
2023-03-26,EMEA,Finance,Bank of America Corp.,1526.56,427.4368,0.0,0.28
2023-03-26,EMEA,Finance,Bank of America Corp.,368.97,40.5867,0.0,0.10999999999999999
2023-11-20,AMER,Consumer Products,PepsiCo,305.01,76.2525,0.0,0.25
2023-11-20,AMER,Consumer Products,PepsiCo,18.7,7.106,0.0,0.38
2022-11-05,AMER,Finance,Citigroup,38.29,16.4647,0.0,0.43000000000000005
2023-12-15,AMER,Manufacturing,Caterpillar,26.25,11.025,0.0,0.42000000000000004
2023-12-15,AMER,Manufacturing,Caterpillar,64.96,22.736,0.2,0.35000000000000003
2023-12-15,AMER,Manufacturing,Caterpillar,43.7,20.539,0.0,0.47000000000000003
2023-11-13,AMER,Retail,Home Depot,41.6,13.0,0.2,0.3125
2023-11-13,AMER,Retail,Home Depot,23.12,8.381,0.2,0.3625
2023-11-13,AMER,Retail,Home Depot,113.888,9.9652,0.2,0.0875
2023-11-13,AMER,Retail,Home Depot,113.568,-5.6784,0.2,-0.05
2023-11-13,AMER,Retail,Home Depot,7.92,0.693,0.2,0.0875
2023-11-13,AMER,Retail,Home Depot,671.984,50.3988,0.2,0.075
2022-08-19,EMEA,Energy,Gazprom,39.99,11.5971,0.0,0.29
2023-06-28,EMEA,Energy,Enel,191.646,31.941,0.1,0.16666666666666669
2023-05-05,AMER,Tech,Bosch,2.313,-1.9275,0.7,-0.8333333333333333
2021-12-24,AMER,Manufacturing,Toyota Motor,19.936,7.2268,0.2,0.3625
2021-12-24,AMER,Manufacturing,Toyota Motor,45.92,21.5824,0.0,0.47
2023-04-27,AMER,Retail,Kroger,20.34,9.3564,0.0,0.46
2023-04-27,AMER,Retail,Kroger,39.28,19.2472,0.0,0.49
2023-12-17,AMER,Tech,Panasonic,81.568,9.1764,0.2,0.11249999999999999
2023-12-17,AMER,Tech,Panasonic,97.184,6.074,0.2,0.0625
2023-12-17,AMER,Tech,Panasonic,24.32,8.208,0.2,0.3375
2023-12-17,AMER,Tech,Panasonic,18.96,7.584,0.0,0.39999999999999997
2020-12-27,APJ,Communications,Walt Disney,32.952,-19.7712,0.6,-0.6000000000000001
2020-12-27,APJ,Communications,Walt Disney,30.016,3.0016,0.2,0.1
2023-11-07,EMEA,Manufacturing,BMW,499.584,43.7136,0.2,0.0875
2023-11-07,EMEA,Manufacturing,BMW,31.104,10.8864,0.2,0.35000000000000003
2023-11-07,EMEA,Manufacturing,BMW,13.272,-10.6176,0.7,-0.7999999999999999
2023-11-07,EMEA,Manufacturing,BMW,28.272,6.3612,0.2,0.225
2023-11-07,EMEA,Manufacturing,BMW,259.136,-51.8272,0.2,-0.19999999999999998
2023-12-17,APJ,Consumer Products,PepsiCo,10.8,5.184,0.0,0.48
2021-05-07,APJ,Finance,Bank of America Corp.,244.006,-31.3722,0.3,-0.12857142857142856
2021-05-07,APJ,Finance,Bank of America Corp.,15.936,5.3784,0.2,0.3375
2023-12-05,EMEA,Energy,Phillips 66,188.552,-2.6936,0.3,-0.014285714285714287
2023-10-04,EMEA,Retail,Lowes,22.58,5.8708,0.0,0.26
2020-01-14,AMER,Manufacturing,Airbus,545.94,87.3504,0.0,0.15999999999999998
2021-06-12,EMEA,Consumer Products,Procter & Gamble,20.736,7.2576,0.2,0.35
2021-06-12,EMEA,Consumer Products,Procter & Gamble,43.296,4.3296,0.2,0.1
2020-07-12,AMER,Retail,Walmart,123.136,13.8528,0.2,0.1125
2020-07-12,AMER,Retail,Walmart,11.264,3.8016,0.2,0.3375
2020-12-06,EMEA,Tech,Amazon,53.424,4.6746,0.2,0.0875
2020-12-06,EMEA,Tech,Amazon,275.49,-170.8038,0.5,-0.62
2022-05-26,EMEA,Manufacturing,Toyota Motor,24.96,6.24,0.0,0.25
2022-05-26,EMEA,Manufacturing,Toyota Motor,19.36,9.2928,0.0,0.48
2022-05-26,EMEA,Manufacturing,Toyota Motor,1267.65,152.118,0.0,0.11999999999999998
2022-02-21,AMER,Tech,HonHai Precision Industry,12.99,0.7794,0.0,0.06
2022-02-21,AMER,Tech,HonHai Precision Industry,18.56,6.496,0.2,0.35000000000000003
2022-02-21,AMER,Tech,HonHai Precision Industry,449.15,8.983,0.0,0.020000000000000004
2022-02-21,AMER,Tech,HonHai Precision Industry,31.248,10.9368,0.2,0.35
2022-10-03,EMEA,Finance,Berkshire Hathaway,61.44,16.5888,0.0,0.27
2023-03-12,AMER,Manufacturing,Volkswagen,895.92,421.0824,0.0,0.47000000000000003
2022-09-10,AMER,Retail,Home Depot,55.36,18.684,0.2,0.3375
2020-07-14,AMER,Finance,American Express,55.92,6.291,0.2,0.1125
2020-06-21,EMEA,Consumer Products,Sysco,24.896,8.4024,0.2,0.33749999999999997
2020-06-21,EMEA,Consumer Products,Sysco,3.984,0.6474,0.2,0.1625
2020-06-21,EMEA,Consumer Products,Sysco,95.968,28.7904,0.2,0.3
2020-06-21,EMEA,Consumer Products,Sysco,206.991,-172.4925,0.7,-0.8333333333333333
2020-06-21,EMEA,Consumer Products,Sysco,44.416,3.8864,0.2,0.08750000000000001
2020-06-21,EMEA,Consumer Products,Sysco,9.006,-7.2048,0.7,-0.7999999999999999
2021-07-05,AMER,Energy,Exxon Mobil,19.0,8.93,0.0,0.47
2023-12-17,EMEA,Retail,Kroger,33.376,10.43,0.2,0.3125
2022-09-09,EMEA,Healthcare,AmerisourceBergen,207.48,62.244,0.0,0.3
2020-05-17,EMEA,Transportation,Nissan Motor,91.68,45.84,0.0,0.5
2023-10-14,EMEA,Consumer Products,PepsiCo,904.9,253.372,0.0,0.28
2020-10-24,AMER,Communications,Comcast,34.272,11.1384,0.2,0.325
2022-12-06,EMEA,Retail,Kroger,191.82,74.8098,0.0,0.39
2022-07-26,AMER,Consumer Products,McKesson,243.88,27.4365,0.2,0.1125
2023-04-18,EMEA,Transportation,FedEx,12.03,-9.223,0.7,-0.7666666666666667
2023-04-18,EMEA,Transportation,FedEx,2549.985,-3399.98,0.7,-1.3333333333333333
2023-04-18,EMEA,Transportation,FedEx,21.594,-15.8356,0.7,-0.7333333333333333
2023-04-18,EMEA,Transportation,FedEx,8.964,-6.5736,0.7,-0.7333333333333333
2023-04-18,EMEA,Transportation,FedEx,20.736,7.2576,0.2,0.35
2021-09-17,EMEA,Finance,Prudential Financial,344.22,-103.266,0.4,-0.3
2022-08-24,APJ,Communications,Sprint Nextel,727.296,-172.7328,0.2,-0.2375
2022-08-24,APJ,Communications,Sprint Nextel,22.608,-10.1736,0.6,-0.45
2022-08-24,APJ,Communications,Sprint Nextel,666.4,-33.32,0.2,-0.05
2021-11-08,EMEA,Healthcare,Anthem,5.04,0.2016,0.0,0.04
2021-11-08,EMEA,Healthcare,Anthem,92.94,41.823,0.0,0.45
2021-11-08,EMEA,Healthcare,Anthem,66.69,22.0077,0.0,0.33
2021-11-08,EMEA,Healthcare,Anthem,91.68,28.65,0.2,0.31249999999999994
2023-11-18,APJ,Consumer Products,Tyson Foods,327.7328,-14.4588,0.32,-0.04411764705882353
2021-11-08,EMEA,Finance,Allstate,52.272,17.6418,0.2,0.3375
2021-11-08,EMEA,Finance,Allstate,17.94,8.073,0.0,0.45
2023-04-23,EMEA,Finance,Fannie Mae,254.352,0.0,0.2,0.0
2020-08-24,EMEA,Finance,BNP Paribas,8.288,2.6936,0.2,0.325
2023-12-18,EMEA,Transportation,FedEx,504.9,80.784,0.0,0.16000000000000003
2022-03-25,EMEA,Healthcare,AmerisourceBergen,403.168,25.198,0.2,0.0625
2021-09-21,AMER,Healthcare,Aetna,194.32,31.0912,0.0,0.16
2021-09-21,AMER,Healthcare,Aetna,25.99,7.5371,0.0,0.29
2022-11-22,EMEA,Finance,Itochu,195.136,-12.196,0.2,-0.0625
2023-09-17,EMEA,Manufacturing,Airbus,20.736,7.2576,0.2,0.35
2021-06-11,EMEA,Tech,Amazon,53.7,10.203,0.0,0.18999999999999997
2021-06-11,EMEA,Tech,Amazon,36.26,16.6796,0.0,0.46
2021-06-11,EMEA,Tech,Amazon,56.3,15.764,0.0,0.28
2021-06-11,EMEA,Tech,Amazon,32.4,15.552,0.0,0.48
2021-06-11,EMEA,Tech,Amazon,29.16,10.7892,0.0,0.37
2023-10-04,AMER,Manufacturing,Caterpillar,171.288,-6.4233,0.2,-0.0375
2022-05-06,EMEA,Finance,Wells Fargo,16.72,3.344,0.2,0.2
2023-09-12,AMER,Finance,Allstate,12.96,6.2208,0.0,0.4799999999999999
2023-09-12,AMER,Finance,Allstate,22.18,10.8682,0.0,0.49
2023-09-12,AMER,Finance,Allstate,2054.272,256.784,0.2,0.125
2021-04-30,AMER,Communications,Walt Disney,1022.97,-255.7425,0.4,-0.25
2023-11-07,EMEA,Healthcare,Merck,13.9,3.614,0.0,0.26
2023-11-07,EMEA,Healthcare,Merck,26.38,12.1348,0.0,0.46
2020-09-30,AMER,Finance,BNP Paribas,43.176,13.4925,0.2,0.3125
2023-04-03,EMEA,Tech,Samsung Electronics,411.8,70.006,0.0,0.16999999999999998
2023-04-03,EMEA,Tech,Samsung Electronics,360.0,129.6,0.0,0.36
2023-10-07,APJ,Manufacturing,Siemens,41.96,2.9372,0.0,0.06999999999999999
2023-10-07,APJ,Manufacturing,Siemens,227.84,66.0736,0.0,0.29
2023-10-07,APJ,Manufacturing,Siemens,37.94,18.2112,0.0,0.4800000000000001
2022-04-10,AMER,Manufacturing,Toyota Motor,517.9,134.654,0.0,0.26
2022-04-10,AMER,Manufacturing,Toyota Motor,5.28,2.4288,0.0,0.45999999999999996
2021-08-28,APJ,Energy,Phillips 66,2799.96,874.9875,0.2,0.3125
2023-10-20,AMER,Finance,Aviva,8.96,4.3008,0.0,0.4799999999999999
2023-10-20,AMER,Finance,Aviva,31.5,15.12,0.0,0.48
2023-10-20,AMER,Finance,Aviva,30.56,10.3904,0.0,0.34
2023-10-20,AMER,Finance,Aviva,24.368,-3.3506,0.2,-0.1375
2022-11-08,AMER,Communications,Walt Disney,119.976,22.4955,0.2,0.1875
2023-03-04,APJ,Consumer Products,Coca-Cola,26.88,9.744,0.2,0.3625
2021-11-27,APJ,Finance,Bank of America Corp.,83.97,23.5116,0.0,0.28
2021-11-27,APJ,Finance,Bank of America Corp.,104.97,7.3479,0.0,0.07
2023-03-14,APJ,Tech,HonHai Precision Industry,90.8,25.424,0.0,0.28
2023-03-14,APJ,Tech,HonHai Precision Industry,140.736,49.2576,0.2,0.35
2023-03-14,APJ,Tech,HonHai Precision Industry,214.95,88.1295,0.0,0.41
2023-03-14,APJ,Tech,HonHai Precision Industry,45.36,21.7728,0.0,0.48
2023-03-14,APJ,Tech,HonHai Precision Industry,288.24,138.3552,0.0,0.48
2023-12-01,AMER,Energy,Enel,663.936,82.992,0.2,0.125
2020-11-17,APJ,Energy,Chevron,2934.33,792.2691,0.0,0.27
2020-11-17,APJ,Energy,Chevron,124.41,14.9292,0.0,0.12
2020-11-17,APJ,Energy,Chevron,57.75,26.565,0.0,0.46
2022-01-03,AMER,Tech,Alphabet,114.46,28.615,0.0,0.25
2021-10-03,AMER,Healthcare,Johnson & Johnson,120.666,18.4548,0.15,0.15294117647058822
2020-07-20,APJ,Communications,Walt Disney,342.864,38.5722,0.2,0.11250000000000002
2020-07-20,APJ,Communications,Walt Disney,16.74,-14.229,0.6,-0.85
2020-07-20,APJ,Communications,Walt Disney,981.372,-140.196,0.3,-0.14285714285714285
2020-05-21,AMER,Finance,Prudential Financial,31.84,10.5072,0.0,0.32999999999999996
2023-09-05,AMER,Tech,Microsoft,12.96,6.2208,0.0,0.4799999999999999
2023-09-05,AMER,Tech,Microsoft,43.176,15.1116,0.2,0.35
2023-05-28,EMEA,Manufacturing,Airbus,58.34,28.0032,0.0,0.48
2023-05-28,EMEA,Manufacturing,Airbus,539.97,134.9925,0.0,0.25
2020-01-29,EMEA,Manufacturing,Honda Motor,3.928,1.3257,0.2,0.3375
2023-02-10,APJ,Manufacturing,Siemens,252.784,-417.0936,0.8,-1.65
2023-02-10,APJ,Manufacturing,Siemens,127.984,15.998,0.2,0.125
2023-02-10,APJ,Manufacturing,Siemens,3.984,-2.6892,0.6,-0.675
2023-02-10,APJ,Manufacturing,Siemens,12.992,-32.48,0.8,-2.4999999999999996
2023-04-01,EMEA,Manufacturing,Volkswagen,61.0,25.62,0.0,0.42000000000000004
2023-04-01,EMEA,Manufacturing,Volkswagen,671.93,188.1404,0.0,0.28
2022-03-04,APJ,Finance,BNP Paribas,447.86,219.4514,0.0,0.49
2022-03-04,APJ,Finance,BNP Paribas,479.95,129.5865,0.0,0.27
2022-03-04,APJ,Finance,BNP Paribas,166.44,79.8912,0.0,0.48
2021-08-23,APJ,Consumer Products,Tyson Foods,31.68,2.772,0.2,0.0875
2021-08-23,APJ,Consumer Products,Tyson Foods,10.368,3.6288,0.2,0.35
2021-08-23,APJ,Consumer Products,Tyson Foods,12.032,2.256,0.2,0.18749999999999997
2021-08-23,APJ,Consumer Products,Tyson Foods,5.768,-13.5548,0.8,-2.35
2023-04-28,APJ,Finance,Prudential Financial,33.12,11.592,0.2,0.35000000000000003
2023-04-28,APJ,Finance,Prudential Financial,220.2656,-42.1096,0.32,-0.19117647058823528
2023-04-15,EMEA,Finance,BNP Paribas,10.776,3.5022,0.2,0.325
2023-04-15,EMEA,Finance,BNP Paribas,242.352,9.0882,0.2,0.0375
2023-12-23,EMEA,Healthcare,UnitedHealth Group,695.16,34.758,0.0,0.05
2023-12-23,EMEA,Healthcare,UnitedHealth Group,220.98,50.8254,0.0,0.23
2022-12-09,AMER,Consumer Products,Sysco,12.957,-9.5018,0.7,-0.7333333333333333
2023-03-24,EMEA,Energy,Chevron,25.68,11.556,0.0,0.44999999999999996
2022-07-26,APJ,Energy,Phillips 66,15.712,5.6956,0.2,0.3625
2023-07-11,APJ,Misc,News Corp.,298.464,26.1156,0.2,0.08750000000000001
2022-07-18,EMEA,Energy,Engie,21.93,10.0878,0.0,0.45999999999999996
2022-07-18,EMEA,Energy,Engie,242.94,4.8588,0.0,0.019999999999999997
2022-07-18,EMEA,Energy,Engie,7.64,3.7436,0.0,0.49
2022-07-18,EMEA,Energy,Engie,51.84,25.4016,0.0,0.48999999999999994
2022-07-18,EMEA,Energy,Engie,265.17,47.7306,0.0,0.18
2022-08-24,AMER,Manufacturing,Ford Motor,837.6,62.82,0.2,0.075
2022-08-24,AMER,Manufacturing,Ford Motor,135.9,63.873,0.0,0.47
2022-08-24,AMER,Manufacturing,Ford Motor,34.68,16.9932,0.0,0.49000000000000005
2022-08-24,AMER,Manufacturing,Ford Motor,532.704,-39.9528,0.2,-0.07500000000000001
2022-08-24,AMER,Manufacturing,Ford Motor,43.1,11.206,0.0,0.25999999999999995
2022-08-24,AMER,Manufacturing,Ford Motor,15.88,0.1588,0.0,0.009999999999999998
2021-06-11,EMEA,Finance,American Express,1123.92,-182.637,0.2,-0.16249999999999998
2021-06-11,EMEA,Finance,American Express,249.584,31.198,0.2,0.125
2021-06-11,EMEA,Finance,American Express,48.672,7.3008,0.2,0.15
2021-06-11,EMEA,Finance,American Express,60.768,7.596,0.2,0.125
2021-06-11,EMEA,Finance,American Express,78.6,-62.88,0.7,-0.8
2021-06-11,EMEA,Finance,American Express,3.768,-3.14,0.7,-0.8333333333333334
2021-06-11,EMEA,Finance,American Express,1036.624,51.8312,0.2,0.05
2021-06-11,EMEA,Finance,American Express,563.808,21.1428,0.2,0.037500000000000006
2023-09-09,EMEA,Consumer Products,PepsiCo,258.528,-47.3968,0.4,-0.18333333333333332
2023-10-03,EMEA,Healthcare,Humana,49.12,23.0864,0.0,0.47000000000000003
2020-12-16,AMER,Tech,Apple,44.46,14.6718,0.0,0.32999999999999996
2020-12-16,AMER,Tech,Apple,241.568,18.1176,0.2,0.075
2020-12-16,AMER,Tech,Apple,395.0,39.5,0.0,0.1
2020-12-16,AMER,Tech,Apple,627.168,70.5564,0.2,0.11249999999999999
2020-08-24,EMEA,Energy,China National Petroleum,13.28,6.3744,0.0,0.48
2020-08-24,EMEA,Energy,China National Petroleum,12.672,4.4352,0.2,0.35
2023-11-13,APJ,Finance,Prudential Financial,30.56,-45.84,0.8,-1.5000000000000002
2023-11-13,APJ,Finance,Prudential Financial,77.952,-15.5904,0.2,-0.2
2023-11-13,APJ,Finance,Prudential Financial,67.992,8.499,0.2,0.125
2023-11-13,APJ,Finance,Prudential Financial,12.224,4.4312,0.2,0.36249999999999993
2023-11-13,APJ,Finance,Prudential Financial,44.784,-0.5598,0.2,-0.012499999999999999
2023-11-13,APJ,Finance,Prudential Financial,22.848,-17.7072,0.6,-0.775
2021-04-25,EMEA,Healthcare,AmerisourceBergen,206.43,90.8292,0.0,0.44
2020-12-12,APJ,Tech,Sony,210.392,-336.6272,0.8,-1.6
2023-09-26,AMER,Consumer Products,Mondelez International,119.96,35.988,0.2,0.3
2023-09-26,AMER,Consumer Products,Mondelez International,10.608,0.9282,0.2,0.0875
2022-09-06,APJ,Energy,Valero Energy,347.802,-24.843,0.3,-0.07142857142857142
2023-02-12,AMER,Finance,HSBC Holdings,963.136,108.3528,0.2,0.1125
2023-02-12,AMER,Finance,HSBC Holdings,88.776,7.7679,0.2,0.08750000000000001
2020-06-30,AMER,Energy,Valero Energy,32.4,10.368,0.0,0.32
2022-06-08,EMEA,Retail,Kroger,32.4,15.552,0.0,0.48
2020-12-20,AMER,Tech,Amazon,31.05,14.904,0.0,0.48
2021-12-15,AMER,Retail,Walgreens,2025.36,607.608,0.2,0.3
2021-12-15,AMER,Retail,Walgreens,1799.994,-2639.9912,0.7,-1.4666666666666668
2021-12-15,AMER,Retail,Walgreens,101.988,-16.998,0.4,-0.16666666666666669
2021-12-15,AMER,Retail,Walgreens,262.864,69.0018,0.2,0.2625
2023-07-21,EMEA,Tech,Sony,735.98,331.191,0.0,0.44999999999999996
2020-08-03,AMER,Manufacturing,General Motors,93.024,33.7212,0.2,0.36250000000000004
2021-08-24,EMEA,Healthcare,Pfizer,284.364,-75.8304,0.4,-0.26666666666666666
2021-08-24,EMEA,Healthcare,Pfizer,26.0,11.7,0.0,0.44999999999999996
2022-03-27,EMEA,Consumer Products,Coca-Cola,67.64,5.9185,0.2,0.0875
2022-03-27,EMEA,Consumer Products,Coca-Cola,119.976,-17.9964,0.2,-0.15000000000000002
2020-09-12,APJ,Finance,Berkshire Hathaway,5.18,-8.029,0.8,-1.55
2020-09-21,AMER,Finance,Aviva,15.56,7.3132,0.0,0.47
2020-09-21,AMER,Finance,Aviva,78.35,36.8245,0.0,0.47000000000000003
2020-09-21,AMER,Finance,Aviva,59.52,15.4752,0.0,0.25999999999999995
2020-09-21,AMER,Finance,Aviva,38.52,17.334,0.0,0.44999999999999996
2020-09-21,AMER,Finance,Aviva,239.984,23.9984,0.2,0.09999999999999999
2020-09-21,AMER,Finance,Aviva,19.35,9.4815,0.0,0.49
2022-10-30,AMER,Energy,Marathon Petroleum,67.0,32.16,0.0,0.4799999999999999
2022-05-29,EMEA,Finance,Bank of America Corp.,390.272,-24.392,0.2,-0.0625
2022-05-29,EMEA,Finance,Bank of America Corp.,62.192,19.435,0.2,0.3125
2023-12-22,AMER,Manufacturing,Toyota Motor,23.88,11.2236,0.0,0.47
2022-03-22,APJ,Manufacturing,Toyota Motor,3.168,-4.752,0.8,-1.4999999999999998
2022-03-22,APJ,Manufacturing,Toyota Motor,528.43,0.0,0.3,0.0
2022-03-22,APJ,Manufacturing,Toyota Motor,13.392,1.5066,0.2,0.1125
2023-11-12,AMER,Finance,Prudential Financial,181.86,50.9208,0.0,0.27999999999999997
2023-09-24,EMEA,Communications,AT&T,180.588,-240.784,0.7,-1.3333333333333333
2023-09-24,EMEA,Communications,AT&T,47.984,0.5998,0.2,0.012499999999999999
2023-09-11,EMEA,Tech,Bosch,18.76,9.0048,0.0,0.4799999999999999
2023-12-06,EMEA,Tech,Sony,20.94,6.0726,0.0,0.29
2023-12-06,EMEA,Tech,Sony,58.68,18.1908,0.0,0.31
2023-12-06,EMEA,Tech,Sony,254.9,68.823,0.0,0.26999999999999996
2023-11-10,APJ,Manufacturing,Volkswagen,9.64,4.4344,0.0,0.45999999999999996
2023-11-10,APJ,Manufacturing,Volkswagen,826.62,355.4466,0.0,0.43
2023-11-10,APJ,Manufacturing,Volkswagen,1633.14,473.6106,0.0,0.29
2023-11-10,APJ,Manufacturing,Volkswagen,544.38,157.8702,0.0,0.29000000000000004
2020-11-07,APJ,Consumer Products,Coca-Cola,26.046,-44.2782,0.8,-1.7
2020-11-07,APJ,Consumer Products,Coca-Cola,74.352,26.9526,0.2,0.3625
2023-03-13,APJ,Retail,Carrefour,69.93,32.1678,0.0,0.45999999999999996
2023-10-21,AMER,Retail,Walmart,3.75,1.8,0.0,0.48000000000000004
2023-10-21,AMER,Retail,Walmart,20.928,7.5864,0.2,0.3625
2021-12-27,APJ,Misc,Glencore,12.672,-3.168,0.2,-0.25
2023-10-03,EMEA,Energy,Chevron,65.99,17.1574,0.0,0.26
2023-06-05,APJ,Consumer Products,Philip Morris International,6.37,-9.555,0.8,-1.5
2020-09-01,APJ,Communications,Comcast,3.648,-6.0192,0.8,-1.65
2020-09-01,APJ,Communications,Comcast,31.104,10.8864,0.2,0.35000000000000003
2022-08-09,EMEA,Misc,News Corp.,23.34,0.2334,0.0,0.01
2023-07-23,EMEA,Healthcare,Humana,29.97,14.0859,0.0,0.47000000000000003
2021-07-10,AMER,Manufacturing,Siemens,3.366,-2.244,0.7,-0.6666666666666667
2020-12-01,EMEA,Energy,Royal Dutch Shell,95.968,9.5968,0.2,0.09999999999999999
2023-12-19,EMEA,Healthcare,Abbott Laboratories,18.704,2.338,0.2,0.125
2020-05-18,AMER,Finance,J.P. Morgan Chase & Co.,149.232,3.7308,0.2,0.024999999999999998
2020-05-18,AMER,Finance,J.P. Morgan Chase & Co.,15.936,5.7768,0.2,0.3625
2020-11-10,AMER,Consumer Products,Mondelez International,601.536,60.1536,0.2,0.1
2020-11-10,AMER,Consumer Products,Mondelez International,10.99,4.2861,0.0,0.39
2020-11-10,AMER,Consumer Products,Mondelez International,39.88,11.1664,0.0,0.27999999999999997
2020-11-10,AMER,Consumer Products,Mondelez International,62.24,28.008,0.0,0.44999999999999996
2020-11-10,AMER,Consumer Products,Mondelez International,53.2,14.896,0.0,0.28
2020-11-10,AMER,Consumer Products,Mondelez International,39.84,18.3264,0.0,0.45999999999999996
2022-01-09,AMER,Tech,Intel,349.95,118.983,0.0,0.34
2022-01-09,AMER,Tech,Intel,377.928,141.723,0.2,0.37500000000000006
2023-09-23,APJ,Finance,State Farm Insurance Cos.,13.392,5.022,0.2,0.37500000000000006
2023-09-23,APJ,Finance,State Farm Insurance Cos.,11.228,-18.5262,0.8,-1.65
2020-12-23,APJ,Finance,Morgan Stanley,207.24,58.0272,0.0,0.27999999999999997
2022-05-27,EMEA,Tech,Huawei,1.504,0.1692,0.2,0.11249999999999999
2022-05-27,EMEA,Tech,Huawei,34.848,6.534,0.2,0.1875
2023-07-09,AMER,Energy,ConocoPhillips,75.18,35.3346,0.0,0.47
2020-05-13,AMER,Manufacturing,Caterpillar,149.97,52.4895,0.0,0.35
2023-11-11,EMEA,Retail,CVS Health,931.176,314.2719,0.2,0.3375
2023-11-11,EMEA,Retail,CVS Health,430.88,124.9552,0.0,0.29000000000000004
2021-10-02,AMER,Energy,China National Petroleum,94.85,45.528,0.0,0.48000000000000004
2021-10-02,AMER,Energy,China National Petroleum,51.12,23.004,0.0,0.45000000000000007
2021-10-02,AMER,Energy,China National Petroleum,90.0,32.4,0.0,0.36
2020-10-02,AMER,Tech,Samsung Electronics,9.408,3.4104,0.2,0.36250000000000004
2020-10-02,AMER,Tech,Samsung Electronics,4.672,1.46,0.2,0.3125
2020-10-02,AMER,Tech,Samsung Electronics,318.4,107.46,0.2,0.3375
2020-10-02,AMER,Tech,Samsung Electronics,12.768,4.6284,0.2,0.3625
2020-10-02,AMER,Tech,Samsung Electronics,15.36,-3.264,0.2,-0.2125
2020-10-02,AMER,Tech,Samsung Electronics,230.376,20.1579,0.2,0.08750000000000001
2020-10-02,AMER,Tech,Samsung Electronics,7.16,-0.0895,0.2,-0.012499999999999999
2020-08-11,EMEA,Retail,Target,375.34,18.767,0.0,0.05
2023-09-02,EMEA,Healthcare,Anthem,114.9,39.066,0.0,0.34
2023-04-17,APJ,Manufacturing,Airbus,26.046,-44.2782,0.8,-1.7
2023-04-17,APJ,Manufacturing,Airbus,2.896,-4.7784,0.8,-1.6500000000000001
2023-04-17,APJ,Manufacturing,Airbus,32.544,-7.7292,0.2,-0.23750000000000002
2022-04-25,AMER,Communications,Comcast,3.984,1.3944,0.2,0.35000000000000003
2022-01-15,EMEA,Retail,Lowes,181.797,-15.5826,0.3,-0.08571428571428572
2022-05-03,EMEA,Finance,BNP Paribas,44.94,12.5832,0.0,0.28
2022-05-03,EMEA,Finance,BNP Paribas,45.576,15.9516,0.2,0.35
2022-11-21,APJ,Energy,Engie,318.43,-77.333,0.3,-0.24285714285714285
2022-11-21,APJ,Energy,Engie,122.92,46.095,0.2,0.375
2022-11-21,APJ,Energy,Engie,7.068,-2.8272,0.6,-0.4
2022-02-01,EMEA,Finance,HSBC Holdings,56.45,14.677,0.0,0.25999999999999995
2023-04-01,APJ,Energy,Chevron,13.468,-22.8956,0.8,-1.7000000000000002
2023-12-02,APJ,Healthcare,Aetna,219.8,24.7275,0.2,0.11249999999999999
2023-12-02,APJ,Healthcare,Aetna,317.058,-18.1176,0.3,-0.05714285714285714
2023-12-11,AMER,Finance,Allianz,49.08,4.908,0.0,0.1
2023-12-11,AMER,Finance,Allianz,324.9,38.988,0.0,0.12000000000000001
2023-12-11,AMER,Finance,Allianz,18.24,5.2896,0.0,0.29000000000000004
2022-09-18,AMER,Transportation,FedEx,113.888,9.9652,0.2,0.0875
2022-09-18,AMER,Transportation,FedEx,105.584,7.9188,0.2,0.075
2022-12-24,AMER,Communications,Walt Disney,24.85,11.6795,0.0,0.47000000000000003
2023-04-18,EMEA,Healthcare,Anthem,60.312,5.2773,0.2,0.08750000000000001
2023-10-28,APJ,Misc,Glencore,7.056,2.205,0.2,0.3125
2023-10-28,APJ,Misc,Glencore,27.184,2.0388,0.2,0.075
2022-07-09,AMER,Communications,Comcast,107.984,9.4486,0.2,0.08750000000000001
2022-07-09,AMER,Communications,Comcast,19.296,6.03,0.2,0.3125
2021-08-09,EMEA,Manufacturing,Siemens,4.608,1.6704,0.2,0.36250000000000004
2022-12-10,EMEA,Consumer Products,Procter & Gamble,79.974,-29.3238,0.4,-0.36666666666666664
2022-12-10,EMEA,Consumer Products,Procter & Gamble,2.946,-2.0622,0.7,-0.6999999999999998
2022-11-14,APJ,Finance,Itochu,3.136,-4.704,0.8,-1.4999999999999998
2020-11-14,APJ,Energy,Lukoil,20.736,7.2576,0.2,0.35
2020-11-17,AMER,Finance,HSBC Holdings,99.98,7.9984,0.0,0.08
2020-11-17,AMER,Finance,HSBC Holdings,733.95,352.296,0.0,0.48
2020-11-17,AMER,Finance,HSBC Holdings,241.44,72.432,0.0,0.3
2022-03-05,EMEA,Communications,Verizon Communications,10.08,3.528,0.2,0.35
2020-10-11,EMEA,Manufacturing,BMW,281.904,10.5714,0.2,0.037500000000000006
2020-10-11,EMEA,Manufacturing,BMW,201.432,67.9833,0.2,0.3375
2020-05-22,EMEA,Healthcare,Aetna,135.98,33.995,0.0,0.25
2020-05-22,EMEA,Healthcare,Aetna,44.95,12.586,0.0,0.27999999999999997
2020-07-15,EMEA,Consumer Products,Tyson Foods,2.97,1.3068,0.0,0.43999999999999995
2020-07-15,EMEA,Consumer Products,Tyson Foods,6.54,2.6814,0.0,0.41
